epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.4503999948501587,0.7663419246673584,0.49162939190864563,0.8145161271095276,0.08079999685287476,0.6777777671813965,0.9002314805984497,0.21044886112213135,0.9473684430122375,0.20000000298023224
1,0.6791999936103821,0.9080197811126709,0.3638324439525604,0.9336609244346619,0.30399999022483826,0.6666666865348816,0.9234105348587036,0.19615359604358673,0.8484848737716675,0.31111112236976624
2,0.7608000040054321,0.9436503648757935,0.3193635642528534,0.9452991485595703,0.4424000084400177,0.7333333492279053,0.92337965965271,0.19582897424697876,0.8780487775802612,0.4000000059604645
3,0.8184000253677368,0.9693477153778076,0.2813057601451874,0.9563318490982056,0.525600016117096,0.7111111283302307,0.9272530674934387,0.1927453577518463,0.8478260636329651,0.4333333373069763
4,0.8399999737739563,0.9760115146636963,0.2685076594352722,0.9648894667625427,0.5935999751091003,0.6888889074325562,0.9277932047843933,0.19350172579288483,0.8979591727256775,0.4888888895511627
5,0.8935999870300293,0.9865044355392456,0.24620060622692108,0.9821852445602417,0.6615999937057495,0.699999988079071,0.9249229431152344,0.19392786920070648,0.8958333134651184,0.47777777910232544
6,0.9143999814987183,0.990870475769043,0.23481516540050507,0.9866666793823242,0.7103999853134155,0.7333333492279053,0.9264196157455444,0.19335444271564484,0.9019607901573181,0.5111111402511597
7,0.9175999760627747,0.9917582869529724,0.2311122864484787,0.985991358757019,0.7319999933242798,0.6888889074325562,0.9281172752380371,0.19193723797798157,0.9230769276618958,0.5333333611488342
8,0.9312000274658203,0.994399905204773,0.22315151989459991,0.9904357194900513,0.7455999851226807,0.7444444298744202,0.9240431785583496,0.19392509758472443,0.8888888955116272,0.5333333611488342
9,0.9520000219345093,0.9957427382469177,0.21515585482120514,0.9950298070907593,0.8008000254631042,0.7222222089767456,0.9249537587165833,0.1927041858434677,0.8653846383094788,0.5
10,0.9584000110626221,0.9965702891349792,0.21183562278747559,0.997029721736908,0.8055999875068665,0.7555555701255798,0.9250771403312683,0.1915374994277954,0.9200000166893005,0.5111111402511597
11,0.9552000164985657,0.9975715279579163,0.2082930952310562,0.994140625,0.8144000172615051,0.7111111283302307,0.9244598746299744,0.19169119000434875,0.9074074029922485,0.5444444417953491
12,0.9703999757766724,0.9976694583892822,0.20432798564434052,0.9952471256256104,0.8375999927520752,0.7111111283302307,0.9229784607887268,0.19103924930095673,0.9038461446762085,0.5222222208976746
13,0.9711999893188477,0.998684823513031,0.1995324343442917,0.9981343150138855,0.8560000061988831,0.699999988079071,0.9175153970718384,0.1945260614156723,0.8909090757369995,0.5444444417953491
14,0.9735999703407288,0.9982256889343262,0.20083580911159515,0.9981167316436768,0.8479999899864197,0.7222222089767456,0.9210802316665649,0.1903146505355835,0.9200000166893005,0.5111111402511597
15,0.979200005531311,0.9991001486778259,0.19573542475700378,0.999079167842865,0.8679999709129333,0.7111111283302307,0.9189969301223755,0.19227515161037445,0.9074074029922485,0.5444444417953491
16,0.9751999974250793,0.9988820552825928,0.19610869884490967,0.9945405125617981,0.8744000196456909,0.7333333492279053,0.9282869696617126,0.18785405158996582,0.9298245906829834,0.5888888835906982
17,0.9815999865531921,0.9995354413986206,0.19115538895130157,0.9981834888458252,0.8791999816894531,0.7111111283302307,0.9238580465316772,0.1893778294324875,0.9375,0.5
18,0.9832000136375427,0.9993868470191956,0.19046209752559662,0.9982030391693115,0.8888000249862671,0.7222222089767456,0.9229167103767395,0.18986783921718597,0.9215686321258545,0.5222222208976746
19,0.9815999865531921,0.9993272423744202,0.19094036519527435,0.9955076575279236,0.8863999843597412,0.7333333492279053,0.9202931523323059,0.19088299572467804,0.942307710647583,0.5444444417953491
20,0.9807999730110168,0.999504566192627,0.18747423589229584,0.9982547760009766,0.9151999950408936,0.7222222089767456,0.9262962937355042,0.187447652220726,0.9411764740943909,0.5333333611488342
21,0.9887999892234802,0.9997162818908691,0.1863509714603424,0.9991251230239868,0.9136000275611877,0.7333333492279053,0.9256327152252197,0.18740946054458618,0.9215686321258545,0.5222222208976746
22,0.9904000163078308,0.9998413920402527,0.18477466702461243,1.0,0.9128000140190125,0.7333333492279053,0.9188733696937561,0.19036981463432312,0.9215686321258545,0.5222222208976746
23,0.9887999892234802,0.9996756315231323,0.18443433940410614,0.9982699155807495,0.9232000112533569,0.699999988079071,0.9200925827026367,0.19026575982570648,0.942307710647583,0.5444444417953491
24,0.9911999702453613,0.9997977018356323,0.18207061290740967,0.9982547760009766,0.9151999950408936,0.7111111283302307,0.9224691390991211,0.18886630237102509,0.9399999976158142,0.5222222208976746
25,0.9887999892234802,0.9997860193252563,0.18277020752429962,0.9991334676742554,0.9223999977111816,0.7111111283302307,0.9264043569564819,0.1866241842508316,0.942307710647583,0.5444444417953491
26,0.9872000217437744,0.9997344613075256,0.18267107009887695,0.9982653856277466,0.920799970626831,0.6777777671813965,0.9213272333145142,0.18828877806663513,0.9591836929321289,0.5222222208976746
27,0.9887999892234802,0.9995353817939758,0.18176759779453278,0.9991349577903748,0.9240000247955322,0.7222222089767456,0.9250770807266235,0.18860173225402832,0.9433962106704712,0.5555555820465088
28,0.9896000027656555,0.9993681311607361,0.18187281489372253,0.9982743859291077,0.925599992275238,0.699999988079071,0.9249536991119385,0.1875811517238617,0.9399999976158142,0.5222222208976746
29,0.9919999837875366,0.9998427629470825,0.18010471761226654,1.0,0.9247999787330627,0.7111111283302307,0.9257407784461975,0.18721292912960052,0.942307710647583,0.5444444417953491
30,0.9936000108718872,0.9997171759605408,0.1808633953332901,1.0,0.9168000221252441,0.7222222089767456,0.9283179044723511,0.1849229782819748,0.9433962106704712,0.5555555820465088
31,0.9959999918937683,0.9997307062149048,0.17724815011024475,0.9983036518096924,0.9416000247001648,0.699999988079071,0.9257407188415527,0.18534621596336365,0.942307710647583,0.5444444417953491
32,0.9944000244140625,0.9999579787254333,0.1771484613418579,1.0,0.9368000030517578,0.7111111283302307,0.9293055534362793,0.1834910660982132,0.942307710647583,0.5444444417953491
33,0.9968000054359436,0.9999570250511169,0.17598862946033478,1.0,0.9399999976158142,0.7111111283302307,0.9279628992080688,0.18350397050380707,0.942307710647583,0.5444444417953491
34,0.9968000054359436,0.9999770522117615,0.17628853023052216,1.0,0.9312000274658203,0.7222222089767456,0.9271141886711121,0.18445295095443726,0.9399999976158142,0.5222222208976746
35,0.9976000189781189,0.9999812245368958,0.17414094507694244,1.0,0.9440000057220459,0.7111111283302307,0.9262808561325073,0.18449179828166962,0.9454545378684998,0.5777778029441833
36,0.9968000054359436,0.9999005198478699,0.17420779168605804,0.99915611743927,0.9472000002861023,0.699999988079071,0.9254012107849121,0.1845601350069046,0.942307710647583,0.5444444417953491
37,0.9983999729156494,0.999984085559845,0.17467668652534485,1.0,0.9376000165939331,0.699999988079071,0.9261573553085327,0.1839117854833603,0.9433962106704712,0.5555555820465088
38,0.9976000189781189,0.999973714351654,0.17401354014873505,0.999162495136261,0.9544000029563904,0.699999988079071,0.9268518090248108,0.18391452729701996,0.9433962106704712,0.5555555820465088
39,0.995199978351593,0.9999505281448364,0.1730683147907257,1.0,0.9616000056266785,0.6888889074325562,0.9259722232818604,0.18401885032653809,0.9433962106704712,0.5555555820465088
40,0.9983999729156494,0.99992436170578,0.17325976490974426,1.0,0.9584000110626221,0.699999988079071,0.9257252812385559,0.184000626206398,0.942307710647583,0.5444444417953491
41,0.9959999918937683,0.9999763369560242,0.17316271364688873,1.0,0.9455999732017517,0.6888889074325562,0.9252932071685791,0.18413043022155762,0.9433962106704712,0.5555555820465088
42,0.995199978351593,0.999947190284729,0.17414063215255737,0.9991575479507446,0.9488000273704529,0.699999988079071,0.924290120601654,0.18467926979064941,0.942307710647583,0.5444444417953491
43,0.995199978351593,0.9999538660049438,0.17362405359745026,0.9991589784622192,0.9503999948501587,0.699999988079071,0.9240586161613464,0.18491096794605255,0.9433962106704712,0.5555555820465088
44,0.995199978351593,0.9999027252197266,0.17405231297016144,0.99915611743927,0.9472000002861023,0.699999988079071,0.9244752526283264,0.18458688259124756,0.9433962106704712,0.5555555820465088
45,0.9976000189781189,0.9999836683273315,0.17320817708969116,1.0,0.9495999813079834,0.699999988079071,0.9242129921913147,0.1845478117465973,0.9433962106704712,0.5555555820465088
46,0.9959999918937683,0.9999788999557495,0.17317698895931244,1.0,0.9472000002861023,0.699999988079071,0.9248302578926086,0.18447867035865784,0.9433962106704712,0.5555555820465088
47,0.9983999729156494,0.9999749660491943,0.1729874610900879,1.0,0.951200008392334,0.699999988079071,0.9246759414672852,0.18444035947322845,0.9433962106704712,0.5555555820465088
48,0.9983999729156494,0.9999868869781494,0.17349709570407867,1.0,0.9448000192642212,0.699999988079071,0.9248611330986023,0.18443843722343445,0.9433962106704712,0.5555555820465088
49,0.995199978351593,0.9999588131904602,0.17383772134780884,1.0,0.9488000273704529,0.699999988079071,0.9248302578926086,0.1844334900379181,0.9433962106704712,0.5555555820465088
