epoch,loss,val_loss,accuracy,val_accuracy,recall,val_recall,auc,val_auc,phase
20,0.19421927630901337,0.20327378809452057,0.9824000000953674,0.699999988079071,0.8744000196456909,0.4888888895511627,0.9991579651832581,0.9012962579727173,Phase 1
21,0.1954634040594101,0.19963251054286957,0.9815999865531921,0.7333333492279053,0.8679999709129333,0.46666666865348816,0.9988951683044434,0.9056635499000549,Phase 1
22,0.19261862337589264,0.20003774762153625,0.979200005531311,0.7111111283302307,0.8664000034332275,0.4888888895511627,0.9991176128387451,0.9050617218017578,Phase 1
23,0.19007688760757446,0.20276305079460144,0.9847999811172485,0.699999988079071,0.8960000276565552,0.5,0.9994962811470032,0.898302435874939,Phase 1
24,0.18800222873687744,0.20021602511405945,0.9911999702453613,0.7111111283302307,0.8967999815940857,0.47777777910232544,0.999536395072937,0.9033024907112122,Phase 1
25,0.1865076720714569,0.20000101625919342,0.9896000027656555,0.7222222089767456,0.9039999842643738,0.5,0.9997348189353943,0.9016820788383484,Phase 1
26,0.18748897314071655,0.1985810101032257,0.9887999892234802,0.7111111283302307,0.8935999870300293,0.4888888895511627,0.9997421503067017,0.904321014881134,Phase 1
27,0.184400737285614,0.19946403801441193,0.9896000027656555,0.7333333492279053,0.909600019454956,0.5222222208976746,0.9998124837875366,0.9009876847267151,Phase 1
28,0.18436038494110107,0.19836951792240143,0.9879999756813049,0.7333333492279053,0.9088000059127808,0.5,0.9997051954269409,0.9009876251220703,Phase 1
29,0.18438228964805603,0.19885700941085815,0.9879999756813049,0.7333333492279053,0.9056000113487244,0.4888888895511627,0.9996874332427979,0.9010647535324097,Phase 1
30,0.18223223090171814,0.19598764181137085,0.9927999973297119,0.7222222089767456,0.9128000140190125,0.5111111402511597,0.9998735189437866,0.9064815044403076,Phase 1
31,0.18249931931495667,0.19569100439548492,0.9911999702453613,0.7555555701255798,0.920799970626831,0.47777777910232544,0.9998374581336975,0.9050617218017578,Phase 1
32,0.18044674396514893,0.19623388350009918,0.9936000108718872,0.7444444298744202,0.9247999787330627,0.4888888895511627,0.9998776912689209,0.9034104347229004,Phase 1
33,0.1798688769340515,0.19819845259189606,0.9936000108718872,0.7222222089767456,0.9264000058174133,0.5,0.9999390840530396,0.9006326794624329,Phase 1
34,0.1787394881248474,0.19505389034748077,0.995199978351593,0.7222222089767456,0.9296000003814697,0.5111111402511597,0.9999516010284424,0.9081635475158691,Phase 1
35,0.17993107438087463,0.1965104639530182,0.9936000108718872,0.699999988079071,0.9175999760627747,0.47777777910232544,0.9999420642852783,0.9045678377151489,Phase 1
36,0.17870166897773743,0.19552285969257355,0.9944000244140625,0.7222222089767456,0.9279999732971191,0.5,0.999941349029541,0.9053394794464111,Phase 1
37,0.17827393114566803,0.19342100620269775,0.9976000189781189,0.7222222089767456,0.920799970626831,0.5111111402511597,0.9999676942825317,0.9093518257141113,Phase 1
38,0.17761796712875366,0.19535160064697266,0.9976000189781189,0.7222222089767456,0.925599992275238,0.5111111402511597,0.9999822974205017,0.9066358208656311,Phase 1
39,0.176792711019516,0.1947166621685028,0.995199978351593,0.7333333492279053,0.9416000247001648,0.5,0.9999551177024841,0.9062963128089905,Phase 1
40,0.17562012374401093,0.19425609707832336,0.9968000054359436,0.7333333492279053,0.9431999921798706,0.5111111402511597,0.9999732375144958,0.9064968824386597,Phase 1
41,0.17642633616924286,0.19494910538196564,0.9968000054359436,0.7222222089767456,0.9391999840736389,0.5111111402511597,0.9999749660491943,0.9059876203536987,Phase 1
42,0.176100954413414,0.1948094218969345,0.9968000054359436,0.7333333492279053,0.9391999840736389,0.5111111402511597,0.9999604821205139,0.9046913981437683,Phase 1
43,0.17687171697616577,0.1949259489774704,0.9959999918937683,0.7444444298744202,0.9351999759674072,0.5111111402511597,0.999946117401123,0.9054012298583984,Phase 1
44,0.1749774068593979,0.19481348991394043,0.9991999864578247,0.7444444298744202,0.9399999976158142,0.5111111402511597,0.9999772906303406,0.9057098627090454,Phase 1
45,0.17502322793006897,0.19456812739372253,0.9983999729156494,0.7444444298744202,0.9383999705314636,0.5111111402511597,0.9999908804893494,0.9061882495880127,Phase 1
46,0.17570479214191437,0.19441038370132446,0.9983999729156494,0.7444444298744202,0.9344000220298767,0.5,0.999980628490448,0.9067437648773193,Phase 1
47,0.17527055740356445,0.1943804919719696,0.9983999729156494,0.7444444298744202,0.9391999840736389,0.5,0.999993085861206,0.9067592620849609,Phase 1
48,0.17712479829788208,0.1943543255329132,0.9976000189781189,0.7444444298744202,0.9215999841690063,0.5111111402511597,0.9999879598617554,0.9070370197296143,Phase 1
49,0.1757788360118866,0.1943327784538269,0.995199978351593,0.7444444298744202,0.9391999840736389,0.5111111402511597,0.9999865293502808,0.9073611497879028,Phase 1
50,0.1745482236146927,0.19432714581489563,0.9959999918937683,0.7444444298744202,0.946399986743927,0.5111111402511597,0.9999769926071167,0.9069445133209229,Phase 1
51,0.4360709488391876,0.21062901616096497,0.7504000067710876,0.7333333492279053,0.3935999870300293,0.6666666865348816,0.9380979537963867,0.9082099199295044,Phase 2
52,0.306095689535141,0.21882806718349457,0.909600019454956,0.7444444298744202,0.7063999772071838,0.6777777671813965,0.9898967146873474,0.9105092883110046,Phase 2
53,0.26950329542160034,0.2249193787574768,0.9592000246047974,0.7333333492279053,0.8087999820709229,0.6555555462837219,0.9975093603134155,0.9033487439155579,Phase 2
54,0.2518447935581207,0.21717920899391174,0.9855999946594238,0.7111111283302307,0.864799976348877,0.6555555462837219,0.9993293881416321,0.9089043140411377,Phase 2
55,0.24296316504478455,0.21291936933994293,0.9904000163078308,0.7222222089767456,0.8960000276565552,0.644444465637207,0.9997768402099609,0.9104012250900269,Phase 2
56,0.2361774444580078,0.21055714786052704,0.9968000054359436,0.7111111283302307,0.920799970626831,0.6555555462837219,0.9999619722366333,0.9114814400672913,Phase 2
57,0.23423601686954498,0.20898257195949554,0.9968000054359436,0.7111111283302307,0.9240000247955322,0.644444465637207,0.9999567866325378,0.9132716059684753,Phase 2
58,0.23172642290592194,0.21098919212818146,0.9968000054359436,0.7222222089767456,0.9351999759674072,0.6333333253860474,0.9999799728393555,0.9102160930633545,Phase 2
59,0.23273496329784393,0.20692479610443115,0.995199978351593,0.7111111283302307,0.9344000220298767,0.644444465637207,0.9999440908432007,0.9125925898551941,Phase 2
60,0.22965732216835022,0.20874767005443573,1.0,0.7111111283302307,0.9408000111579895,0.644444465637207,0.9999986886978149,0.9106789827346802,Phase 2
61,0.22765249013900757,0.20896337926387787,0.9991999864578247,0.7111111283302307,0.9544000029563904,0.6222222447395325,0.9999935030937195,0.907777726650238,Phase 2
62,0.2263856679201126,0.20938490331172943,1.0,0.7111111283302307,0.9624000191688538,0.6222222447395325,0.9999990463256836,0.9056326746940613,Phase 2
63,0.2264716625213623,0.2076326608657837,0.9991999864578247,0.7111111283302307,0.951200008392334,0.6333333253860474,0.999998927116394,0.9050000309944153,Phase 2
64,0.2236679643392563,0.20369242131710052,1.0,0.7111111283302307,0.967199981212616,0.6222222447395325,1.0,0.908765435218811,Phase 2
65,0.225042924284935,0.20511731505393982,1.0,0.7111111283302307,0.951200008392334,0.6222222447395325,1.0,0.9061111211776733,Phase 2
66,0.22292858362197876,0.20503783226013184,1.0,0.699999988079071,0.9679999947547913,0.6000000238418579,0.9999995231628418,0.9068055748939514,Phase 2
67,0.22281548380851746,0.20254585146903992,1.0,0.699999988079071,0.9607999920845032,0.6000000238418579,1.0,0.9081481695175171,Phase 2
68,0.22191740572452545,0.20035679638385773,1.0,0.699999988079071,0.9679999947547913,0.6111111044883728,1.0,0.9101852178573608,Phase 2
69,0.2217940241098404,0.19922460615634918,1.0,0.699999988079071,0.972000002861023,0.6000000238418579,1.0,0.9108333587646484,Phase 2
70,0.22094665467739105,0.19926753640174866,1.0,0.6888889074325562,0.9703999757766724,0.6111111044883728,1.0,0.9111419916152954,Phase 2
71,0.22098669409751892,0.19912849366664886,1.0,0.699999988079071,0.9711999893188477,0.6000000238418579,0.9999997615814209,0.9106018543243408,Phase 2
72,0.221345454454422,0.2009039968252182,1.0,0.6888889074325562,0.9648000001907349,0.6000000238418579,1.0,0.9069598913192749,Phase 2
73,0.22095532715320587,0.19979240000247955,1.0,0.6888889074325562,0.972000002861023,0.6111111044883728,1.0,0.9079938530921936,Phase 2
74,0.2196909636259079,0.19953028857707977,1.0,0.6777777671813965,0.9775999784469604,0.6000000238418579,1.0,0.9083951115608215,Phase 2
75,0.21956276893615723,0.19827675819396973,1.0,0.699999988079071,0.9768000245094299,0.6000000238418579,1.0,0.9097530841827393,Phase 2
76,0.21966467797756195,0.19787845015525818,1.0,0.6888889074325562,0.9679999947547913,0.5888888835906982,1.0,0.908178985118866,Phase 2
77,0.2187161147594452,0.19689026474952698,1.0,0.6888889074325562,0.9735999703407288,0.5888888835906982,1.0,0.9096450209617615,Phase 2
78,0.2185356616973877,0.19558431208133698,1.0,0.699999988079071,0.9728000164031982,0.6000000238418579,1.0,0.911882758140564,Phase 2
79,0.2177736610174179,0.19536800682544708,1.0,0.699999988079071,0.9807999730110168,0.5888888835906982,1.0,0.9112962484359741,Phase 2
80,0.21779921650886536,0.19465230405330658,1.0,0.699999988079071,0.9815999865531921,0.5666666626930237,1.0,0.9119907021522522,Phase 2
81,0.21756574511528015,0.19391068816184998,1.0,0.699999988079071,0.9775999784469604,0.5444444417953491,1.0,0.9124228358268738,Phase 2
82,0.21785485744476318,0.19425664842128754,1.0,0.699999988079071,0.9815999865531921,0.5444444417953491,1.0,0.9114660024642944,Phase 2
83,0.21796484291553497,0.19443105161190033,1.0,0.7111111283302307,0.9760000109672546,0.5444444417953491,1.0,0.9114969372749329,Phase 2
84,0.21678757667541504,0.19445942342281342,1.0,0.7111111283302307,0.9879999756813049,0.5444444417953491,1.0,0.9113733768463135,Phase 2
85,0.2178093045949936,0.19446660578250885,1.0,0.7111111283302307,0.9760000109672546,0.5444444417953491,1.0,0.9105401039123535,Phase 2
86,0.2174418419599533,0.19437763094902039,1.0,0.7111111283302307,0.9760000109672546,0.5444444417953491,1.0,0.9108024835586548,Phase 2
87,0.21759653091430664,0.1943591833114624,1.0,0.7111111283302307,0.9807999730110168,0.5444444417953491,1.0,0.9109259247779846,Phase 2
88,0.21731828153133392,0.19430682063102722,1.0,0.7111111283302307,0.9760000109672546,0.5444444417953491,1.0,0.9112037420272827,Phase 2
89,0.21697409451007843,0.19425012171268463,1.0,0.7111111283302307,0.9815999865531921,0.5444444417953491,1.0,0.9110031127929688,Phase 2
90,0.21737343072891235,0.1942014843225479,1.0,0.7111111283302307,0.9775999784469604,0.5444444417953491,1.0,0.9110802412033081,Phase 2
