epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.4320000112056732,0.7505452632904053,0.5028889179229736,0.8857142925262451,0.07440000027418137,0.6333333253860474,0.883888840675354,0.21879245340824127,0.9166666865348816,0.24444444477558136
1,0.6872000098228455,0.9097012281417847,0.36125102639198303,0.9267139434814453,0.31360000371932983,0.6777777671813965,0.906358003616333,0.20505587756633759,0.9117646813392639,0.3444444537162781
2,0.7608000040054321,0.9451286792755127,0.31700336933135986,0.9363166689872742,0.4352000057697296,0.6888889074325562,0.9078395366668701,0.2062385082244873,0.9111111164093018,0.4555555582046509
3,0.7960000038146973,0.9613296985626221,0.29185107350349426,0.9473684430122375,0.5184000134468079,0.6888889074325562,0.9124536514282227,0.2016054093837738,0.8979591727256775,0.4888888895511627
4,0.8479999899864197,0.9737002849578857,0.27145177125930786,0.9596231579780579,0.5703999996185303,0.7111111283302307,0.9174691438674927,0.19954851269721985,0.9090909361839294,0.5555555820465088
5,0.8776000142097473,0.9829029440879822,0.25177252292633057,0.9714285731315613,0.6528000235557556,0.7222222089767456,0.9148765206336975,0.20236602425575256,0.8909090757369995,0.5444444417953491
6,0.9136000275611877,0.9890925884246826,0.2370569407939911,0.9844098091125488,0.7071999907493591,0.699999988079071,0.9118518829345703,0.20470362901687622,0.8545454740524292,0.5222222208976746
7,0.920799970626831,0.9911510944366455,0.23015274107456207,0.9849300384521484,0.7319999933242798,0.7222222089767456,0.9194753170013428,0.19812484085559845,0.8888888955116272,0.5333333611488342
8,0.9431999921798706,0.9931744933128357,0.22177323698997498,0.9877675771713257,0.7752000093460083,0.7111111283302307,0.9173764586448669,0.19836042821407318,0.8888888955116272,0.5333333611488342
9,0.9480000138282776,0.9957433938980103,0.21502900123596191,0.9908906817436218,0.7832000255584717,0.6888889074325562,0.9154166579246521,0.200059175491333,0.8727272748947144,0.5333333611488342
